rule_idx	rule	rule_regex	rule_len	hits	scope	confidence
19093	a ɪ -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, +voice, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (d|ð|ɹ) __ (ʒ|z|v|d|b|ð)	255	6.0	44.0	0.1377453684994423
18977	∅ -> ∅ / X [+C/V, -syllabic, -rhotic] [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ŋ|n|m|l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð|w|j|h) (ɪ) (t) __ (⋉)	477	6.0	44.0	0.1377453684994423
19062	a ɪ -> o / X [+C/V, -syllabic, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (n|m|ʒ|z|t|ʃ|s|p|d|b|θ|ð|ɹ) __ (n|t|d)	264	5.0	37.0	0.1374169614341051
19094	a ɪ -> o / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ʒ|ʃ|ɹ) __ (n|z|t|s|d)	305	5.0	37.0	0.1374169614341051
19294	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|t|d) __ (ŋ|k|g)	315	8.0	59.0	0.135936870524145
19068	a ɪ -> o / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ʒ|ʃ|ɹ) __ (n|m|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	247	7.0	52.0	0.135405312737795
18943	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -high, -front, +back] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -rhotic, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|ʌ|ɔ|o) (s) (t) __ (⋉)	640	3.0	24.0	0.1310007908956336
19212	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ|n)	224	9.0	69.0	0.130513839655739
19064	a ɪ -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (d|ð|ɹ) __ (ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	247	7.0	54.0	0.1304670506134547
18939	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -low, +front, -back, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɛ|ɪ) (d) __ (⋉)	443	3.0	25.0	0.1259461866848131
19223	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (t|p|d|b) __ (ŋ|n|g|d)	302	4.0	33.0	0.1248810637230865
19247	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|g|ʒ|z|d|b|ð|w|j) __ (ŋ|n|g|d)	213	7.0	57.0	0.1237000954594703
18979	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -low, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʌ|ə|ɛ|ɪ) (t) __ (⋉)	428	12.0	98.0	0.1220354185825162
19231	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, +sonorant, -continuant, -approximant, +nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|n)	215	11.0	90.0	0.1219598451327585
18954	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, -low, -tense] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʌ|ɔ|ə|ɛ|ʊ|ɪ) (t) __ (⋉)	411	13.0	111.0	0.116643382415182
19145	i -> o / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -rhotic] X	i -> o / (t|p) __ (l|k|g|ʒ|z|t|ʃ|s|d|θ|ð)	273	2.0	20.0	0.1098255729798348
19281	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|t|d|θ|ð|ɹ) __ (ŋ|k|g)	267	10.0	99.0	0.1011183558027834
19292	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -round, -labiodental, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|ʒ|z|t|ʃ|s|p|d|b|θ|ð) __ (ŋ|n|g|d)	236	8.0	81.0	0.0993890352020938
19271	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ|n|g|d)	205	10.0	102.0	0.098167573476967
19234	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ|k|g)	229	9.0	94.0	0.0961010740052455
19058	a ɪ -> o / X [+C/V, -syllabic, +sonorant, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (n|m|ɹ) __ (ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	220	7.0	75.0	0.0943418700825599
19272	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|g|ʒ|z|d|b|ð|w|j|ɹ) __ (ŋ|n|g|d)	204	9.0	99.0	0.0912872504917622
5	ɛ -> a / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] X	ɛ -> a / (g|ʒ|z|d|ð|j|ɹ) __ (t|d)	315	2.0	25.0	0.088665988618388
19100	a ɪ -> o / X [+C/V, -syllabic, +voice, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (n|m|ʒ|z|d|b|ð|ɹ) __ (ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	209	8.0	95.0	0.0848692199717164
19291	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, +voice, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|n|g|d)	196	12.0	144.0	0.0832625652110397
19159	d -> t / X [+C/V, -syllabic, +consonantal, +sonorant, +voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -rhotic, -DORSAL] __ [-begin/end]	d -> t / (n|l) __ (⋉)	184	5.0	62.0	0.0827779404061009
19255	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|k|g)	220	11.0	133.0	0.0827629932266995
19138	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, +continuant, -nasal, +voice, -spread.gl, -round, -rhotic, -DORSAL] X	i -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (l|ʒ|z|v|ð)	176	3.0	39.0	0.0817760958122498
18964	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low, +front, -back] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (i|ɪ) (t) __ (⋉)	442	7.0	88.0	0.080537612092701
19089	a ɪ -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -approximant, +voice, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ʒ|z|t|ʃ|s|d|θ|ð|ɹ) __ (n|m|ʒ|z|v|d|b|ð)	217	7.0	91.0	0.0779069941794948
19208	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (t|p) __ (ŋ|n|k|g|t|d)	302	4.0	54.0	0.0771086782744946
18963	∅ -> ∅ / X [-consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, +continuant, +delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, +strident, -lateral, -rhotic, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ|u|ʊ|ɨ|i|ɪ|w|j|ɹ) (s) (t) __ (⋉)	573	4.0	57.0	0.0731133089170579
19073	a ɪ -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (ʒ|z|t|ʃ|s|d|θ|ð|ɹ) __ (n|m|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	209	8.0	111.0	0.0727269038712785
18965	∅ -> ∅ / X [-C/V, +syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -CORONAL, -lateral, -rhotic, +DORSAL, +high, -low] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (u|ʊ|ɨ|i|ɪ) (t) __ (⋉)	410	8.0	126.0	0.0641258718188107
19183	e -> o / X [+C/V, -syllabic, -consonantal, +sonorant, +continuant, +approximant, -nasal, +voice, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (w|j|ɹ) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	216	4.0	69.0	0.0605615570146318
19069	a ɪ -> o / X [+C/V, -syllabic, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -approximant, -spread.gl, -round, -lateral, -rhotic, -DORSAL] X	a ɪ -> o / (n|m|ʒ|z|t|ʃ|s|p|d|b|θ|ð|ɹ) __ (n|m|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	182	9.0	157.0	0.0577386234972478
19040	ɪ -> ɑ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (ʒ|z|ʃ|s|θ|ð|ɹ) __ (ŋ|n|k|g|t|d)	247	7.0	125.0	0.0568590659555694
18932	∅ -> ∅ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ʒ|z|ʃ|s|θ|ð|ɹ) (t) __ (⋉)	358	5.0	93.0	0.0554438471044441
19173	e -> o / X [+C/V, -syllabic, -nasal, +voice, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (g|ʒ|z|d|b|ð|w|j|ɹ) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	164	5.0	96.0	0.0537269879734686
19192	ɪ -> ʌ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (t|p|d|b) __ (ŋ|n|k|g|t|d)	294	5.0	102.0	0.0505936575565505
19227	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (ŋ|n|k|g|t|d)	197	11.0	225.0	0.049041821582042
19042	ɪ -> ɑ / X [+C/V, -syllabic, -nasal, -spread.gl, +LABIAL, -labiodental, -CORONAL, -lateral, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] X	ɪ -> ɑ / (p|b|w) __ (n|m|t|p|d|b)	226	2.0	46.0	0.0490100485991311
19050	ɪ -> ɑ / X [+C/V, -syllabic, +consonantal, -sonorant, -approximant, -nasal, -voice, -spread.gl, -round, -labiodental, -lateral, -rhotic, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (t|ʃ|s|p|θ) __ (ŋ|n|k|g|t|d)	271	4.0	89.0	0.0470885666567076
19146	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -rhotic] X	i -> o / (ʒ|z|t|ʃ|s|p|d|b|θ|ð|ɹ) __ (l|k|g|ʒ|z|t|ʃ|s|d|θ|ð)	186	3.0	74.0	0.0435747874938535
19199	ɪ -> ʌ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ʌ / (l|k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|n|k|g|t|d)	188	13.0	301.0	0.0432039621499256
19139	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral, -rhotic] __ [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -round, -rhotic] X	i -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	155	3.0	75.0	0.0430008673540457
19053	ɪ -> ɑ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -labiodental, -lateral, -rhotic] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (ʒ|z|ʃ|s|θ|ð|w|j) __ (ŋ|n|m|k|g|t|p|d|b)	211	4.0	101.0	0.0415433874008994
18966	∅ -> ∅ / X [+continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ə|e|ɛ|ɨ|i|ɪ|ʒ|z|ʃ|s|θ|ð|j) (t) __ (⋉)	331	17.0	447.0	0.0379103133921718
19041	ɪ -> ɑ / X [+C/V, -syllabic, +continuant, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (ʒ|z|ʃ|s|θ|ð|w|j|ɹ) __ (ŋ|n|m|k|g|t|p|d|b)	202	8.0	214.0	0.0378590008856866
19134	i -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, -nasal, -spread.gl, -round, -rhotic] X	i -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (l|k|g|ʒ|z|v|t|ʃ|s|p|f|d|b|θ|ð)	146	4.0	111.0	0.0378309106102285
18993	∅ -> ∅ / X [+continuant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ə|e|ɛ|ɨ|i|ɪ|ʒ|z|ʃ|s|θ|ð|j|ɹ) (t) __ (⋉)	322	18.0	483.0	0.037126265070809
19021	ɪ -> ɑ / X [+C/V, -syllabic, -nasal, -spread.gl, -round, -labiodental, -lateral, -DORSAL] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -LABIAL, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (ʒ|z|t|ʃ|s|p|d|b|θ|ð|ɹ) __ (ŋ|n|k|g|t|d)	215	8.0	224.0	0.0361751665748036
18989	∅ -> ∅ / X [+continuant, -nasal, -spread.gl, -labiodental, -lateral, -rhotic] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ|u|ʊ|ɨ|i|ɪ|ʒ|z|ʃ|s|θ|ð|w|j) (t) __ (⋉)	314	18.0	496.0	0.0361546441839231
18952	∅ -> ∅ / X [+continuant, -nasal, -spread.gl, -labiodental, -lateral] [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -voice, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (ɑ|a|ʌ|ɔ|o|ə|e|ɛ|u|ʊ|ɨ|i|ɪ|ʒ|z|ʃ|s|θ|ð|w|j|ɹ) (t) __ (⋉)	305	19.0	532.0	0.0355620400717953
19171	e -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral, -rhotic] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	165	5.0	158.0	0.0327613509389141
19181	e -> o / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, -nasal, -spread.gl, -LABIAL, -round, -labiodental, -lateral] X	e -> o / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (k|g|ʒ|z|t|ʃ|s|d|θ|ð|j|ɹ)	156	6.0	213.0	0.0288944369177303
19046	ɪ -> ɑ / X [+C/V, -syllabic, -nasal, -spread.gl, -labiodental, -lateral] __ [+C/V, -syllabic, +consonantal, -continuant, -approximant, -spread.gl, -round, -labiodental, -lateral, -rhotic] X	ɪ -> ɑ / (k|g|ʒ|z|t|ʃ|s|p|d|b|θ|ð|w|j|ɹ) __ (ŋ|n|m|k|g|t|p|d|b)	189	9.0	351.0	0.0259009274355276
18969	∅ -> ∅ / X [+C/V, -syllabic, +consonantal, -sonorant, -continuant, -delayed.release, -approximant, -nasal, -spread.gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -strident, -lateral, -rhotic, -DORSAL] __ [-begin/end]	∅ -> ∅ / (t|d) __ (⋉)	239	22.0	891.0	0.024563905092039
